driver_id,month,trips_completed,total_miles_x,total_revenue,average_mpg,total_fuel_gallons,on_time_delivery_rate,average_idle_hours,total_miles_y,total_hours,fuel_used,avg_trip_mpg,idle_time,trip_count,idle_ratio,productivity,fuel_efficiency,home_terminal,cdl_class,employment_status,years_experience,driver_age,driver_tenure
DRV00024,2023-11-01,19,24278,52718.27,6.5,3691.4,0.526,6.8,24278,423.6,3691.4,6.502631578947368,128.4,19,0.3031161473087819,57.313503305004716,6.576908490003793,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2023-12-01,18,25176,55659.39,6.68,3811.8,0.5,7.2,25176,441.0,3811.8,6.680555555555555,130.1,18,0.2950113378684807,57.08843537414966,6.604753659688336,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-01-01,26,38074,81140.32,6.59,5658.4,0.577,6.3,38074,676.8,5658.4,6.586923076923076,163.2,26,0.24113475177304963,56.255910165484636,6.728757245864556,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-02-01,20,32481,69993.01,6.52,5061.8,0.4,7.7,32481,553.7,5061.8,6.5205,153.6,20,0.2774065378363735,58.66173017879718,6.416887273301987,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-03-01,22,31178,68694.0,6.65,4694.3,0.182,7.4,31178,564.9,4694.3,6.645909090909091,161.8,22,0.28642237564170653,55.19206939281289,6.641671814754063,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-04-01,16,26231,58482.0,6.65,4027.0,0.5,8.0,26231,460.0,4027.0,6.64625,127.3,16,0.2767391304347826,57.02391304347826,6.513781971691085,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-05-01,17,28334,57008.32,6.33,4452.9,0.412,7.0,28334,506.3,4452.9,6.332352941176471,118.6,17,0.23424846928698398,55.96286786490223,6.363044308203643,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-06-01,20,33049,69231.85,6.31,5297.3,0.25,6.6,33049,570.5,5297.3,6.307,131.1,20,0.22979842243645923,57.92988606485539,6.238838653653748,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-07-01,19,31253,70649.79,6.3,5134.8,0.526,7.9,31253,527.6,5134.8,6.297894736842105,149.9,19,0.2841167551175133,59.23616376042456,6.086507751032173,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-08-01,22,29790,61849.91,6.43,4753.2,0.409,7.4,29790,525.3000000000001,4753.2,6.428181818181819,163.1,22,0.3104892442413858,56.71045117075956,6.2673567280989655,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-09-01,25,32984,71181.68,6.55,5078.5,0.4,7.7,32984,591.3,5078.5,6.5516,193.6,25,0.32741417216303065,55.78217486893286,6.494831150930393,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-10-01,23,34810,74048.34,6.25,5662.1,0.304,7.2,34810,605.1,5662.1,6.2504347826086954,166.3,23,0.27483060651132046,57.52768137497934,6.147895657088359,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-11-01,19,23261,46969.68,6.62,3578.8,0.632,6.7,23261,412.5,3578.8,6.624736842105263,126.9,19,0.30763636363636365,56.39030303030303,6.499664692075556,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00024,2024-12-01,18,21604,48623.88,6.39,3431.9,0.389,7.0,21604,389.4,3431.9,6.385555555555555,126.2,18,0.3240883410374936,55.48022598870057,6.295055217226609,Dallas,A,Active,17,64.08219178082192,4.241095890410959
DRV00025,2022-01-01,10,21092,42051.56,6.2,3461.6,0.5,6.7,21092,372.3,3461.6,6.2,66.9,10,0.17969379532634971,56.6532366371206,6.0931361220244975,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-02-01,16,17747,39339.06,6.11,2872.3,0.375,6.8,17747,318.1,2872.3,6.106875,108.3,16,0.3404589751650424,55.79063187676831,6.178672144274623,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-03-01,11,13388,28531.24,6.64,2040.6,0.545,5.5,13388,231.8,2040.6,6.635454545454545,60.4,11,0.2605694564279551,57.75668679896462,6.5608154464373225,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-04-01,28,40557,79679.53,6.53,6246.2,0.536,6.8,40557,721.5,6246.2,6.528571428571429,191.6,28,0.26555786555786554,56.21205821205821,6.49306778521341,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-05-01,19,24291,48371.0,6.36,3913.3,0.368,7.2,24291,412.3,3913.3,6.356842105263158,136.2,19,0.33034198399223863,58.915837982051904,6.207293077453811,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-06-01,23,34867,72196.09,6.64,5277.0,0.478,6.9,34867,603.7,5277.0,6.636956521739131,159.1,23,0.2635414941195958,57.75550770250124,6.6073526624976315,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-07-01,18,24677,50873.1,6.21,4009.9,0.222,7.0,24677,441.2,4009.9,6.20888888888889,126.6,18,0.2869446962828649,55.931550317316415,6.154018803461433,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-08-01,24,36121,79500.22,6.44,5608.4,0.542,8.0,36121,632.6,5608.4,6.440416666666667,192.4,24,0.3041416376857414,57.09927284223838,6.440517794736468,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-09-01,15,17173,37565.32,6.41,2695.3,0.467,6.2,17173,297.0,2695.3,6.4093333333333335,92.3,15,0.31077441077441076,57.821548821548824,6.371461432864616,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-10-01,20,24663,51369.59,6.61,3742.8,0.45,6.5,24663,446.0,3742.8,6.609,129.5,20,0.29035874439461884,55.2982062780269,6.5894517473549215,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-11-01,19,22571,48781.89,6.61,3392.8,0.474,7.2,22571,383.6,3392.8,6.6147368421052635,136.0,19,0.35453597497393113,58.839937434827945,6.652617307238859,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2022-12-01,16,28490,65863.88,6.63,4334.9,0.375,7.9,28490,494.0,4334.9,6.63125,126.0,16,0.2550607287449393,57.67206477732793,6.572239267341808,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-01-01,14,17470,38898.46,6.66,2696.9,0.429,7.1,17470,315.9,2696.9,6.6621428571428565,99.0,14,0.3133903133903134,55.302310857866416,6.477807853461381,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-02-01,9,13033,27244.97,6.28,2051.1,0.778,8.6,13033,228.4,2051.1,6.275555555555556,77.1,9,0.33756567425569173,57.062171628721536,6.354151430939496,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-03-01,15,21607,47985.8,6.51,3412.2,0.467,7.0,21607,368.0,3412.2,6.510666666666666,104.9,15,0.28505434782608696,58.71467391304348,6.3322782955278125,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-04-01,20,30526,66559.81,6.47,4711.2,0.4,7.2,30526,541.3,4711.2,6.469500000000001,143.6,20,0.2652872713837059,56.39386661740255,6.4794532178638145,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-05-01,16,23357,49017.39,6.38,3706.8,0.25,7.7,23357,400.4,3706.8,6.384375,122.8,16,0.3066933066933067,58.33416583416584,6.301122261789144,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-06-01,20,26340,51047.51,6.51,4042.8,0.3,5.7,26340,460.7,4042.8,6.514,113.5,20,0.24636422834816585,57.173865856305625,6.51528643514396,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-07-01,18,27470,61030.46,6.53,4203.8,0.222,8.0,27470,495.1,4203.8,6.526111111111111,143.1,18,0.2890325186830943,55.48374065845284,6.534563965935582,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-08-01,17,25152,55246.3,6.42,3944.9,0.176,6.6,25152,439.9,3944.9,6.422941176470588,111.6,17,0.25369402136849284,57.17663105251194,6.375827017161398,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-09-01,22,40114,84981.13,6.28,6397.1,0.5,7.4,40114,693.6,6397.1,6.285,163.1,22,0.2351499423298731,57.83448673587082,6.270653890043926,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-10-01,14,15772,33005.92,6.57,2392.0,0.429,7.4,15772,278.1,2392.0,6.567142857142857,103.8,14,0.37324703344120813,56.713412441567776,6.593645484949833,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-11-01,21,38350,75870.65,6.31,6149.1,0.333,7.4,38350,664.0,6149.099999999999,6.307619047619048,155.6,21,0.23433734939759035,57.756024096385545,6.236685043339676,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2023-12-01,21,30195,71095.74,6.71,4462.6,0.524,6.9,30195,536.5,4462.6,6.713809523809524,145.9,21,0.27194780987884437,56.281453867660765,6.766234930309684,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-01-01,24,40121,82465.0,6.56,6127.3,0.458,7.2,40121,710.5,6127.3,6.562083333333334,172.9,24,0.24334975369458128,56.46868402533427,6.5479085404664366,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-02-01,22,26550,53437.69,6.43,4114.2,0.545,7.5,26550,463.3,4114.2,6.426363636363636,164.1,22,0.354198143751349,57.30628102741204,6.453259442905061,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-03-01,18,26590,56516.02,6.45,4150.8,0.333,7.6,26590,490.5,4150.8,6.452222222222222,136.4,18,0.2780835881753313,54.20998980632008,6.405994025248145,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-04-01,17,23956,51844.65,6.3,3801.1,0.412,6.5,23956,412.0,3801.1,6.29764705882353,109.7,17,0.2662621359223301,58.14563106796116,6.302386151377233,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-05-01,17,19846,43208.79,6.66,3027.5,0.529,6.5,19846,346.2,3027.5,6.658235294117647,110.3,17,0.31860196418255343,57.32524552281918,6.555243600330305,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-06-01,10,8831,19104.25,6.33,1438.7,0.5,6.6,8831,155.3,1438.7,6.33,65.8,10,0.4236960721184803,56.86413393432066,6.1381803016612215,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-07-01,18,23067,50046.58,6.57,3574.3,0.444,7.3,23067,409.5,3574.3,6.572222222222222,132.1,18,0.32258852258852255,56.32967032967033,6.453571328651764,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-08-01,17,26996,59470.67,6.38,4339.7,0.529,6.0,26996,466.90000000000003,4339.7,6.384117647058823,102.60000000000001,17,0.2197472692225316,57.81966159777254,6.2207065004493405,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-09-01,26,35855,80752.29,6.5,5532.8,0.385,6.9,35855,606.5,5532.8,6.501923076923077,179.3,26,0.29563066776586977,59.117889530090686,6.480443898207056,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-10-01,18,30762,68193.62,6.61,4782.0,0.556,7.7,30762,548.4,4782.0,6.613333333333333,139.3,18,0.2540116703136397,56.094091903719914,6.432873274780427,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-11-01,16,24252,53134.79,6.51,3654.0,0.312,7.4,24252,422.9,3654.0,6.51,117.7,16,0.2783163868526839,57.34689051785293,6.637110016420361,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00025,2024-12-01,16,19967,41079.32,6.72,2985.3,0.438,7.9,19967,338.8,2985.3,6.716875,126.0,16,0.371900826446281,58.934474616292796,6.68844002277828,Omaha,A,Active,9,48.224657534246575,10.241095890410959
DRV00026,2022-01-01,21,32907,69454.71,6.36,5328.3,0.333,6.5,32907,583.5,5328.3,6.3619047619047615,136.0,21,0.23307626392459296,56.39588688946015,6.17589099712854,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-02-01,14,21400,46447.66,6.58,3271.6,0.429,6.1,21400,379.9,3271.6,6.579285714285715,85.8,14,0.2258489076072651,56.33061331929456,6.541141948893508,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-03-01,12,18796,42043.69,6.39,2955.6,0.417,6.7,18796,321.9,2955.6,6.385833333333333,80.2,12,0.2491456974215595,58.390804597701155,6.359453241304642,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-04-01,18,21148,44191.94,6.29,3290.5,0.611,6.5,21148,369.4,3290.5,6.291666666666667,116.2,18,0.31456415809420685,57.24959393611262,6.426986780124601,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-05-01,20,29219,65498.12,6.63,4520.1,0.35,8.8,29219,514.7,4520.1,6.6265,175.9,20,0.34175247717116763,56.768991645618804,6.464237516869095,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-06-01,19,25924,54629.52,6.46,4052.1,0.579,6.3,25924,456.7,4052.1,6.456315789473685,120.0,19,0.26275454346398075,56.763739873001974,6.397670343772365,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-07-01,19,33626,66492.4,6.57,5206.4,0.368,6.5,33626,591.1999999999999,5206.4,6.565263157894736,124.2,19,0.2100811907983762,56.87753721244926,6.458589428395821,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-08-01,23,40004,86644.8,6.51,6071.1,0.609,8.5,40004,694.7,6071.1,6.511739130434783,195.2,23,0.2809845976680581,57.584568878652654,6.589250712391494,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-09-01,11,16984,41162.77,6.22,2753.4,0.364,6.3,16984,289.7,2753.4,6.219090909090909,69.7,11,0.24059371763893686,58.62616499827408,6.168373647127188,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-10-01,18,25952,52098.59,6.5,4079.0,0.444,7.1,25952,460.0,4079.0,6.497777777777777,127.3,18,0.2767391304347826,56.417391304347824,6.3623437116940424,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-11-01,18,23630,50572.46,6.46,3721.7,0.222,8.1,23630,421.3,3721.7,6.461666666666667,146.5,18,0.34773320674103964,56.08829812485165,6.349248999113309,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2022-12-01,15,24466,57231.18,6.85,3588.8,0.267,7.6,24466,415.5,3588.8,6.847333333333333,113.39999999999999,15,0.27292418772563176,58.88327316486161,6.8173205528310294,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-01-01,25,42499,92075.37,6.39,6700.6,0.44,7.4,42499,764.2,6700.6,6.3908000000000005,184.6,25,0.24155980109918868,55.612405129547234,6.342566337342924,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-02-01,20,24456,49732.19,6.67,3664.1,0.6,7.3,24456,424.4,3664.1,6.668000000000001,146.7,20,0.3456644674835061,57.624882186616404,6.674490325045714,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-03-01,18,28054,61641.0,6.44,4365.4,0.333,7.2,28054,490.59999999999997,4365.4,6.437777777777778,129.5,18,0.263962494904199,57.18304117407257,6.42644431209053,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-04-01,17,26264,55097.3,6.58,4013.8,0.529,6.1,26264,479.6,4013.8,6.579411764705882,103.5,17,0.21580483736447037,54.762301918265216,6.5434251831182415,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-05-01,24,29763,66255.85,6.51,4603.3,0.542,5.9,29763,531.9,4603.3,6.50875,142.2,24,0.2673434856175973,55.95600676818951,6.465579041122672,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-06-01,21,37151,91897.71,6.44,5796.3,0.476,6.4,37151,653.4,5796.3,6.437142857142858,134.9,21,0.20645852464034284,56.857973676155495,6.40943360419578,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-07-01,16,21639,46982.82,6.36,3426.7,0.688,4.9,21639,379.8,3426.7,6.365,79.0,16,0.20800421274354924,56.97472353870458,6.3148218402544725,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-08-01,16,14696,33071.78,6.55,2281.2,0.312,7.4,14696,264.9,2281.2,6.54625,117.60000000000001,16,0.4439411098527747,55.47753869384674,6.442223391197616,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-09-01,16,23615,51585.18,6.36,3723.3,0.312,7.0,23615,408.7,3723.2999999999997,6.359375,111.3,16,0.2723268901394666,57.78076828969905,6.342491875486799,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-10-01,17,24073,52452.72,6.89,3501.2,0.588,7.3,24073,421.9,3501.2,6.890588235294118,124.7,17,0.29556767006399626,57.05854467883385,6.875642636810237,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-11-01,18,29672,64120.47,6.36,4720.7,0.278,6.1,29672,524.3,4720.7,6.355555555555556,110.39999999999999,18,0.2105664695784856,56.59355330917414,6.285508505094584,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2023-12-01,21,34991,73955.5,6.61,5320.5,0.429,7.7,34991,612.2,5320.5,6.610952380952382,162.4,21,0.26527278667102255,57.156158118262,6.576637534066347,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-01-01,17,22724,50383.2,6.54,3519.1,0.529,7.9,22724,384.3,3519.1,6.54,134.1,17,0.34894613583138173,59.13088732760864,6.457332840783155,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-02-01,22,33669,71529.24,6.19,5444.6,0.364,6.6,33669,581.7,5444.6,6.194090909090909,145.8,22,0.25064466219700876,57.88035069623517,6.183925357234691,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-03-01,19,32924,67289.88,6.58,5030.2,0.737,8.0,32924,580.4,5030.2,6.583684210526316,151.4,19,0.2608545830461751,56.726395589248796,6.545266589797623,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-04-01,24,32509,70791.09,6.46,5137.3,0.417,7.1,32509,576.3,5137.3,6.46375,171.4,24,0.297414541037654,56.40985597778935,6.328032234831526,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-05-01,18,27793,56786.33,6.22,4521.6,0.444,6.9,27793,485.2,4521.6,6.222222222222222,123.5,18,0.25453421269579557,57.28153338829349,6.146717975937721,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-06-01,21,32528,69454.87,6.54,5023.2,0.524,7.7,32528,559.5,5023.2,6.53952380952381,160.9,21,0.28757819481680075,58.13762287756926,6.475553432075172,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-07-01,14,17356,42271.92,6.53,2659.3,0.429,7.9,17356,301.1,2659.3,6.529285714285714,110.3,14,0.36632348057123876,57.64197940883427,6.5265295378483055,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-08-01,19,28778,61411.07,6.38,4580.9,0.368,6.8,28778,493.8,4580.9,6.376842105263158,128.4,19,0.2600243013365735,58.27865532604293,6.2821716256630795,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-09-01,17,22464,52401.36,6.67,3422.5,0.176,7.6,22464,404.4,3422.5,6.674117647058824,129.9,17,0.3212166172106825,55.54896142433235,6.563623082542001,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-10-01,15,22882,43607.15,6.57,3464.1,0.467,6.7,22882,405.5,3464.1000000000004,6.566,100.7,15,0.24833538840937117,56.42909987669544,6.605467509598452,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-11-01,22,34349,73474.59,6.52,5292.5,0.318,7.9,34349,591.7,5292.5,6.5218181818181815,173.3,22,0.2928849078925131,58.05137738718945,6.490127538970241,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00026,2024-12-01,21,32389,68334.0,6.33,5142.9,0.381,8.5,32389,561.5,5142.9,6.328095238095239,179.0,21,0.3187889581478183,57.68299198575245,6.2978086293725335,Columbus,A,Active,5,54.35616438356164,6.175342465753425
DRV00028,2022-01-01,15,19233,41660.59,6.58,2982.1,0.733,7.0,19233,321.8,2982.1,6.578,104.8,15,0.3256681168427595,59.766935985083904,6.449481908722042,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-02-01,19,27028,58683.23,6.42,4182.6,0.368,6.4,27028,463.2,4182.6,6.420526315789473,122.4,19,0.26424870466321243,58.350604490500864,6.462009276526562,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-03-01,14,20554,41099.66,6.24,3340.6,0.643,6.1,20554,349.1,3340.6,6.236428571428571,85.2,14,0.24405614437124032,58.87711257519335,6.15278692450458,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-04-01,20,30861,66941.32,6.51,4777.8,0.3,6.7,30861,543.0,4777.8,6.5120000000000005,133.2,20,0.2453038674033149,56.83425414364641,6.459249026748712,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-05-01,12,18289,40114.26,6.54,2795.0,0.667,6.5,18289,322.8,2795.0,6.54,77.6,12,0.24039653035935563,56.65737298636927,6.5434704830053665,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-06-01,20,26066,57555.76,6.66,3966.6,0.45,6.8,26066,453.7,3966.6,6.6579999999999995,136.6,20,0.3010800088163985,57.45206083314966,6.571370947410881,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-07-01,20,33542,72546.74,6.46,5211.9,0.55,6.9,33542,571.3,5211.9,6.4575000000000005,137.6,20,0.2408541921932435,58.71171013478033,6.435656862180779,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-08-01,15,21840,47827.28,6.71,3323.0,0.333,6.8,21840,375.2,3323.0,6.710666666666667,102.7,15,0.27372068230277186,58.2089552238806,6.572374360517604,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-09-01,20,24958,53472.18,6.5,3956.2,0.35,5.9,24958,433.1,3956.2,6.4955,117.3,20,0.2708381436157931,57.62641422304318,6.30857893938628,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-10-01,18,26727,52381.59,6.34,4171.3,0.444,7.9,26727,478.3,4171.3,6.336111111111111,142.0,18,0.2968848003345181,55.87915534183567,6.407355021216407,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-11-01,16,30853,63530.78,6.6,4685.5,0.688,6.6,30853,526.8,4685.5,6.601875,104.8,16,0.19893697798025817,58.56681852695521,6.58478284067869,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2022-12-01,12,19802,44902.33,6.41,3179.3,0.5,6.1,19802,353.4,3179.3,6.410833333333334,73.7,12,0.2085455574419921,56.032823995472555,6.2284150599188495,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-01-01,17,26411,56112.1,6.56,4117.4,0.353,6.4,26411,443.0,4117.4,6.556470588235294,108.3,17,0.24446952595936794,59.61851015801354,6.414484869092146,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-02-01,20,32768,71602.2,6.51,5052.7,0.4,6.7,32768,583.6,5052.7,6.507,134.2,20,0.22995202193283068,56.14804660726525,6.485245512300354,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-03-01,18,22437,47251.67,6.58,3451.9,0.333,7.3,22437,402.2,3451.9,6.582222222222223,132.0,18,0.3281949278965689,55.785678766782695,6.499898606564501,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-04-01,26,38469,85136.84,6.31,6218.0,0.5,6.9,38469,651.5,6218.0,6.308461538461539,179.5,26,0.27551803530314656,59.046815042210284,6.186715985847539,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-05-01,22,21153,45832.36,6.52,3214.1,0.409,7.0,21153,369.2,3214.1,6.522272727272727,155.0,22,0.41982665222101845,57.29414951245937,6.58131358700725,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-06-01,7,9818,21040.14,6.82,1445.7,0.286,7.4,9818,174.7,1445.7,6.817142857142857,52.1,7,0.2982255294791071,56.19919862621637,6.791173825828318,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-07-01,20,29951,62689.17,6.45,4777.1,0.5,6.8,29951,517.2,4777.1,6.4495000000000005,136.7,20,0.26430781129156994,57.90989945862335,6.269703376525507,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-08-01,14,17586,38850.32,6.41,2731.9,0.357,6.5,17586,299.9,2731.9,6.407857142857142,91.6,14,0.30543514504834945,58.639546515505174,6.437278084849372,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-09-01,21,30217,65381.03,6.6,4749.8,0.476,7.9,30217,527.0,4749.8,6.598571428571428,165.5,21,0.31404174573055027,57.33776091081594,6.361741547012506,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-10-01,15,23963,48967.71,6.67,3668.4,0.267,6.8,23963,440.8,3668.4,6.6706666666666665,102.39999999999999,15,0.23230490018148817,54.36252268602541,6.532275651510195,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-11-01,14,17758,39754.16,6.41,2796.7,0.5,5.2,17758,309.9,2796.7,6.406428571428571,72.7,14,0.2345918038076799,57.30235559858019,6.349626345335574,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2023-12-01,17,29095,64717.51,6.77,4408.8,0.412,6.1,29095,508.8,4408.8,6.773529411764706,104.4,17,0.20518867924528303,57.18356918238994,6.599301397205589,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2024-01-01,16,20142,45128.34,6.44,3169.8,0.375,6.9,20142,353.3,3169.8,6.440625,110.3,16,0.3121992640815171,57.01103877724314,6.35434412265758,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2024-02-01,19,25491,56546.47,6.47,4032.4,0.316,6.7,25491,425.1,4032.4,6.471578947368421,126.4,19,0.29734180192895787,59.964714184897666,6.321545481599047,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2024-03-01,15,21301,46755.61,6.52,3250.4,0.467,7.1,21301,361.9,3250.4,6.524,106.3,15,0.293727549046698,58.8588007736944,6.5533472803347275,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2024-04-01,26,36316,78527.5,6.46,5653.8,0.423,6.8,36316,616.9,5653.8,6.463846153846154,177.1,26,0.28708056411087696,58.868536229534776,6.423290530262832,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2024-05-01,19,26635,55365.72,6.19,4335.9,0.316,6.6,26635,455.4,4335.9,6.187368421052632,126.0,19,0.2766798418972332,58.48704435660958,6.142899974630412,Memphis,A,Active,19,38.06575342465754,11.235616438356164
DRV00028,2024-06-01,23,35908,81135.64,6.53,5492.6,0.609,6.5,35908,643.1,5492.6,6.528695652173913,150.0,23,0.2332452184730213,55.83579536619499,6.537523213050285,Memphis,A,Active,19,38.06575342465754,11.235616438356164
