driver_id,month,total_miles,total_hours,total_fuel,avg_mpg,idle_time,trip_count,idle_ratio,productivity,fuel_efficiency,home_terminal,cdl_class,employment_status,years_experience,date_of_birth,hire_date,driver_age,driver_tenure
DRV00037,2023-02-01,31277,538.3,4896.2,6.565263157894736,132.4,19,0.24595950213635523,58.10328812929593,6.388015195457702,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2023-03-01,19591,340.1,3060.9,6.442941176470589,127.2,17,0.37400764481034987,57.60364598647456,6.400405109608285,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2023-04-01,25677,442.4,4072.2,6.409000000000001,134.8,20,0.30470162748643764,58.04023508137433,6.3054368645940775,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2023-05-01,33795,598.3,5224.8,6.434166666666666,163.6,24,0.27344141734915595,56.48504094935652,6.468190169958659,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2023-06-01,30348,537.9,4728.6,6.505,152.1,20,0.28276631344116004,56.41940881204685,6.417967263037685,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2023-07-01,38671,666.9,5829.9,6.648214285714286,175.6,28,0.2633078422552107,57.98620482831009,6.633218408549032,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2023-08-01,42912,742.0,6832.9,6.3667741935483875,211.7,31,0.28530997304582206,57.83288409703504,6.280203134832941,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2023-09-01,29771,541.1,4640.2,6.589473684210526,128.2,19,0.23692478284975046,55.01940491591203,6.415887246239387,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2023-10-01,23111,397.7,3541.5,6.476875,94.0,16,0.23635906462157405,58.11164194116168,6.52576591839616,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2023-11-01,15515,275.4,2245.1,6.7540000000000004,69.7,10,0.25308641975308643,56.3362381989833,6.9106053182486304,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2023-12-01,27712,489.2,4296.9,6.415,125.5,18,0.2565412919051513,56.64758789860998,6.449300658614351,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-01-01,31878,570.5,4989.4,6.4496,173.1,25,0.3034180543382997,55.877300613496935,6.389144987373232,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-02-01,26137,451.20000000000005,3990.5,6.588260869565217,156.7,23,0.3472960992907801,57.92774822695035,6.5498057887482775,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-03-01,23077,389.0,3602.8,6.472727272727273,140.9,22,0.3622107969151671,59.32390745501285,6.405295880981458,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-04-01,19576,349.5,2939.7999999999997,6.635714285714286,116.2,14,0.3324749642346209,56.01144492131617,6.658956391591265,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-05-01,39637,691.9,6354.6,6.3961538461538465,179.5,26,0.2594305535482006,57.2871802283567,6.237528719352909,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-06-01,32653,564.5,5024.8,6.6364705882352935,125.8,17,0.2228520814880425,57.844109831709474,6.498368094252507,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-07-01,19133,326.7,2908.7,6.475454545454546,77.7,11,0.23783287419651059,58.56443220079584,6.577852648949703,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-08-01,17194,303.3,2498.3,6.856,112.4,15,0.3705901747444774,56.689746125947906,6.882279950366248,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-09-01,37961,654.6,5690.6,6.764166666666667,150.5,24,0.22991139627253285,57.99113962725328,6.670825571995922,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-10-01,43726,790.2,6815.2,6.478750000000001,171.5,24,0.2170336623639585,55.33535813718046,6.415952576593497,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-11-01,29700,510.8,4708.4,6.414375,114.5,16,0.22415818324197337,58.144087705559905,6.307875286721605,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00037,2024-12-01,25585,438.3,3967.1,6.5024999999999995,102.0,16,0.2327173169062286,58.37326032397901,6.449295455118349,New York,A,Active,21,1985-09-27,2012-04-03,40.23287671232877,13.698630136986301
DRV00038,2022-01-01,23893,418.2,3788.2,6.40375,114.0,16,0.27259684361549497,57.13295074127212,6.307217147985851,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-02-01,26211,457.3,4057.7999999999997,6.4676470588235295,125.0,17,0.2733435381587579,57.31685982943363,6.459411503770516,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-03-01,30681,507.6,4677.8,6.717777777777778,128.5,18,0.25315208825847124,60.44326241134752,6.558852452007353,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-04-01,26404,470.7,3998.2,6.5505555555555555,120.1,18,0.25515190142341193,56.0951773953686,6.603971787304287,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-05-01,40138,711.9,6250.9,6.5075,184.1,28,0.2586037364798427,56.38151425762045,6.421155353629078,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-06-01,30726,530.5,4725.0,6.595555555555555,131.7,18,0.24825636192271439,57.91894439208294,6.502857142857143,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-07-01,30182,510.29999999999995,4743.1,6.477142857142858,147.7,21,0.289437585733882,59.14560062708211,6.363348864666568,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-08-01,12725,232.1,1880.4,6.766666666666667,67.8,9,0.2921154674709177,54.825506247307196,6.767177196341204,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-09-01,27242,477.8,4160.5,6.522,123.0,20,0.2574298869820008,57.015487651737125,6.547770700636943,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-10-01,47560,844.3,7315.0,6.531333333333333,179.1,30,0.21212839038256545,56.33068814402464,6.501708817498291,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-11-01,21646,384.5,3288.2,6.601176470588236,120.0,17,0.31209362808842656,56.29648894668401,6.582932911623381,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2022-12-01,12729,226.5,2055.9,6.465000000000001,104.6,14,0.46181015452538626,56.19867549668874,6.191449000437764,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-01-01,35615,633.0,5440.0,6.5810344827586205,205.3,29,0.32432859399684044,56.26382306477093,6.546875,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-02-01,27390,484.3,4256.8,6.484210526315789,132.7,19,0.27400371670452195,56.555853809622135,6.434410825032888,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-03-01,30206,508.90000000000003,4671.0,6.5336842105263155,125.7,19,0.2470033405384162,59.355472587934756,6.466709484050525,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-04-01,27669,486.5,4319.8,6.471052631578948,145.8,19,0.2996916752312436,56.873586844809864,6.405157646187323,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-05-01,32657,566.4,5077.5,6.452272727272727,134.2,22,0.23693502824858756,57.657132768361585,6.431708517971443,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-06-01,32849,580.8,5096.3,6.551578947368421,142.2,19,0.24483471074380164,56.55819559228651,6.445656652865805,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-07-01,22769,400.59999999999997,3450.3,6.656000000000001,92.1,15,0.22990514228657016,56.8372441337993,6.5991363069877975,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-08-01,29215,505.0,4676.4,6.387222222222222,139.7,18,0.2766336633663366,57.851485148514854,6.247327003678043,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-09-01,20331,360.2,3038.9,6.734,109.6,15,0.3042754025541366,56.44364242087729,6.6902497614268315,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-10-01,31966,565.2,4819.7,6.6245,157.6,20,0.2788393489030431,56.55697098372257,6.63236301014586,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-11-01,24155,429.6,3682.6,6.4857894736842105,129.2,19,0.3007448789571694,56.226722532588454,6.5592244609786565,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2023-12-01,30491,522.7,4696.0,6.470454545454545,151.9,22,0.2906064664243352,58.33365219054907,6.492972742759796,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-01-01,35914,615.9,5570.099999999999,6.479545454545455,150.1,22,0.2437083942198409,58.31141419061536,6.447640078275077,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-02-01,37686,661.0,5801.2,6.523636363636364,165.9,22,0.2509833585476551,57.01361573373676,6.496242156795146,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-03-01,14835,264.3,2202.1,6.6525,100.4,12,0.3798713583049565,56.129398410896705,6.736751282866355,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-04-01,26117,454.90000000000003,4151.8,6.415833333333333,180.2,24,0.39613101780611115,57.41261815783688,6.29052459174334,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-05-01,25620,451.4,3909.4,6.718421052631579,121.6,19,0.26938413823659724,56.75675675675676,6.553435309766204,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-06-01,30386,529.8,4582.2,6.612631578947369,138.6,19,0.26160815402038506,57.353718384295966,6.63131246999258,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-07-01,34427,598.4,5397.8,6.528888888888889,202.3,27,0.3380681818181818,57.531751336898395,6.377968802104561,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-08-01,31049,541.0,4768.1,6.576190476190476,145.0,21,0.2680221811460259,57.39186691312384,6.511818124619869,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-09-01,25245,435.9,3850.7000000000003,6.520999999999999,133.5,20,0.30626290433585684,57.914659325533385,6.555950866076297,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-10-01,27586,494.2,4209.2,6.623913043478261,170.5,23,0.34500202347227843,55.819506272764066,6.553739427919795,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-11-01,26479,474.6,4120.8,6.461052631578948,139.6,19,0.2941424357353561,55.79224610198061,6.425694039992234,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00038,2024-12-01,25677,432.20000000000005,3990.4,6.621333333333333,97.3,15,0.22512725590004626,59.40999537251272,6.4346932638332,New York,A,Active,23,1960-11-28,2021-12-06,65.07945205479452,4.016438356164383
DRV00039,2022-01-01,27306,493.0,3994.2,6.645789473684211,136.2,19,0.2762677484787018,55.38742393509128,6.836412798557909,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-02-01,19098,358.5,2922.5,6.585384615384616,88.4,13,0.24658298465829848,53.27196652719665,6.534816082121472,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-03-01,23001,403.7,3516.1,6.484375,117.1,16,0.2900668813475353,56.97547683923706,6.541622820738887,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-04-01,25996,472.09999999999997,3889.4,6.691111111111111,126.8,18,0.2685871637364965,55.064604956577,6.683807271044377,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-05-01,22059,370.3,3477.7,6.3476923076923075,83.0,13,0.22414258709154739,59.570618417499325,6.342985306380654,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-06-01,23465,419.0,3583.0,6.648666666666667,94.0,15,0.2243436754176611,56.00238663484487,6.548981300586101,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-07-01,22289,389.4,3533.8,6.29625,138.1,16,0.354648176682075,57.23934257832563,6.307374497707849,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-08-01,25538,452.6,3885.5,6.651578947368421,142.2,19,0.3141847105612019,56.42509942554131,6.572641873632737,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-09-01,38370,673.7,5941.9,6.536153846153846,188.6,26,0.279946563752412,56.95413388748701,6.457530419562766,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-10-01,22140,386.0,3434.3,6.5055000000000005,135.4,20,0.3507772020725389,57.35751295336787,6.446728590979238,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-11-01,23197,406.3,3521.7999999999997,6.61529411764706,115.60000000000001,17,0.28451882845188287,57.09328082697514,6.586688625134875,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2022-12-01,23589,410.7,3695.9,6.43304347826087,158.3,23,0.3854394935476017,57.43608473338203,6.3824778808950455,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-01-01,29205,510.4,4416.0,6.618571428571429,143.2,21,0.280564263322884,57.2198275862069,6.6134510869565215,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-02-01,10867,185.3,1726.1,6.4736363636363645,91.2,11,0.49217485159201296,58.645439827307065,6.295695498522681,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-03-01,21247,369.7,3254.1,6.519375,106.0,16,0.2867189613199892,57.470922369488775,6.529301496573553,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-04-01,22726,389.0,3425.5,6.692666666666667,95.3,15,0.24498714652956297,58.42159383033419,6.634359947452927,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-05-01,22067,399.59999999999997,3305.6,6.672222222222222,105.4,18,0.2637637637637638,55.22272272272273,6.675641335914811,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-06-01,22712,411.6,3267.8,6.933333333333334,111.8,15,0.27162293488824096,55.17978620019436,6.950241752861252,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-07-01,39632,672.2,6011.1,6.559583333333333,190.8,24,0.283844094019637,58.958643260934245,6.593136031674734,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-08-01,21584,372.1,3308.5,6.534117647058824,107.4,17,0.28863208814834723,58.0059123891427,6.523802327338673,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-09-01,31705,549.7,4678.9,6.709545454545455,145.6,22,0.2648717482263052,57.67691468073494,6.776165338006797,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-10-01,27025,456.6,4270.9,6.411,137.9,20,0.3020148926850635,59.18747262374069,6.327706104099839,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-11-01,28275,510.5,4441.8,6.43625,167.9,24,0.3288932419196866,55.386875612144955,6.365662569228691,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2023-12-01,36682,632.5,5863.2,6.3500000000000005,148.3,24,0.23446640316205536,57.99525691699605,6.256310547141493,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-01-01,34672,617.0,5446.8,6.550434782608695,140.6,23,0.2278768233387358,56.19448946515397,6.365572446206947,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-02-01,37928,669.1,5843.5,6.501481481481481,162.9,27,0.24346136601404872,56.68509938723658,6.490630615213485,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-03-01,29975,522.5,4794.8,6.2973684210526315,143.9,19,0.2754066985645933,57.36842105263158,6.251564194544089,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-04-01,33614,605.3,5165.8,6.5116,153.3,25,0.25326284487031225,55.53279365603833,6.507026985171706,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-05-01,18179,311.5,2971.2999999999997,6.334736842105263,131.0,19,0.420545746388443,58.359550561797754,6.1181974220038375,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-06-01,25151,452.1,3999.7,6.331764705882353,132.9,17,0.29396151293961514,55.631497456314975,6.288221616621247,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-07-01,37227,648.9,5842.5,6.433478260869565,163.1,23,0.2513484358144552,57.36939435968562,6.37175866495507,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-08-01,26331,453.9,4060.2,6.56,113.4,17,0.24983476536682092,58.01057501652347,6.485148514851486,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-09-01,19164,324.2,2897.9,6.522,64.89999999999999,10,0.2001850709438618,59.1116594694633,6.613064633010111,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-10-01,37911,668.0,5662.1,6.720434782608695,155.3,23,0.23248502994011977,56.75299401197605,6.695572314159057,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-11-01,27704,471.1,4240.3,6.573157894736842,131.8,19,0.27977074931012524,58.80704733602207,6.533499988208381,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00039,2024-12-01,28027,496.5,4269.4,6.633333333333334,154.1,18,0.3103726082578046,56.44914400805639,6.564622663606128,Columbus,A,Active,22,1994-08-14,2013-06-29,31.34794520547945,12.46027397260274
DRV00041,2022-01-01,22668,409.09999999999997,3445.2,6.669047619047619,169.9,21,0.41530188218039604,55.40943534588121,6.579588993382097,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-02-01,25234,450.8,4020.2999999999997,6.431875,119.9,16,0.26597160603371783,55.97604259094942,6.276646021441186,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-03-01,40137,691.4,6111.2,6.627142857142856,141.7,21,0.20494648539195834,58.051778999132196,6.567777195968059,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-04-01,31879,568.3,4956.9,6.4639999999999995,158.2,25,0.27837409818757697,56.09537216259019,6.431237265226251,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-05-01,23981,430.9,3949.5,6.188421052631579,143.6,19,0.3332559758644697,55.65328382455326,6.071907836434992,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-06-01,30125,511.1,4670.6,6.551363636363636,141.2,22,0.2762668753668558,58.94149872823322,6.449920781055966,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-07-01,22165,386.2,3338.6,6.673076923076923,87.3,13,0.2260486794407043,57.392542723977215,6.639010363625472,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-08-01,27816,485.8,4220.6,6.603,144.6,20,0.2976533552902429,57.25813091807328,6.590532151826754,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-09-01,36913,643.0,5824.6,6.387727272727273,165.9,22,0.2580093312597201,57.40746500777605,6.3374308965422514,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-10-01,30447,532.5,4824.2,6.478695652173912,163.1,23,0.30629107981220655,57.177464788732394,6.311305501430289,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-11-01,28448,517.1,4506.2,6.428571428571429,157.6,21,0.3047766389479791,55.01450396441694,6.3130797567795485,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2022-12-01,31783,560.4,4954.5,6.431363636363637,166.5,22,0.29710920770877947,56.71484653818701,6.414976284186094,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-01-01,13759,245.60000000000002,2265.9,6.183,55.8,10,0.22719869706840387,56.02198697068403,6.0722008914779995,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-02-01,23329,421.3,3474.9,6.855,115.5,16,0.2741514360313316,55.37384286731545,6.713574491352269,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-03-01,26304,448.4,4070.9,6.53625,153.1,24,0.3414362176628011,58.66190900981267,6.46147043651281,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-04-01,18599,332.4,2990.8,6.178333333333334,82.7,12,0.24879663056558365,55.95367027677497,6.218737461548749,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-05-01,30675,546.7,4814.8,6.441052631578947,126.0,19,0.23047375160051214,56.1093835741723,6.370981141480435,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-06-01,25745,446.3,3790.6,6.743333333333334,136.4,21,0.3056240197176787,57.68541339905893,6.7918007703265975,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-07-01,21017,357.90000000000003,3267.3,6.5325,138.7,16,0.3875384185526683,58.72310701313216,6.4325283873534715,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-08-01,15992,266.4,2512.6,6.441111111111111,57.400000000000006,9,0.2154654654654655,60.030030030030034,6.364721802117329,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-09-01,21877,382.0,3543.3,6.2155555555555555,129.1,18,0.33795811518324603,57.269633507853406,6.174187903931363,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-10-01,21881,370.5,3411.4,6.473333333333333,136.2,18,0.36761133603238866,59.05802968960864,6.414082194993258,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-11-01,20913,369.8,3308.3,6.322,86.8,15,0.23472147106544075,56.55219037317469,6.321373515098388,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2023-12-01,19497,333.2,3138.8,6.382352941176471,125.60000000000001,17,0.37695078031212487,58.514405762304925,6.2116095323053395,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-01-01,19055,334.5,2817.6,6.743846153846154,93.4,13,0.27922272047832586,56.96562032884903,6.762847813742193,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-02-01,24086,430.1,3720.6,6.408235294117647,128.9,17,0.29969774471053245,56.000930016275284,6.473687039724775,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-03-01,20387,367.8,3270.3,6.32,129.6,17,0.3523654159869494,55.42958129418162,6.233984649726325,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-04-01,32106,560.3,5066.6,6.418095238095238,138.5,21,0.24718900588970197,57.30144565411387,6.3367939051829625,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-05-01,24841,440.3,3957.5,6.434736842105264,121.4,19,0.275721099250511,56.418351124233475,6.276942514213519,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-06-01,29892,514.2,4683.8,6.448421052631579,125.9,19,0.24484636328276935,58.13302217036172,6.381997523378453,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-07-01,18383,318.3,2915.0,6.396428571428571,90.7,14,0.2849513038014452,57.75369148601948,6.306346483704974,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-08-01,25172,462.1,3780.7,6.626428571428571,102.2,14,0.22116425016230254,54.473057779701364,6.658026291427514,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-09-01,25588,442.8,3864.0,6.559523809523809,123.8,21,0.27958446251129176,57.786811201445346,6.622153209109731,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-10-01,27834,473.7,4386.7,6.354444444444444,140.3,18,0.29617901625501375,58.75870804306523,6.345088563156815,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-11-01,21699,383.0,3467.3,6.382631578947368,143.9,19,0.3757180156657964,56.655352480417754,6.25818360107288,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
DRV00041,2024-12-01,38228,657.0,6038.0,6.361599999999999,168.0,25,0.2557077625570776,58.18569254185692,6.331235508446506,Phoenix,A,Active,2,1983-10-25,2020-03-19,42.15890410958904,5.734246575342466
